,sales,MoM,YoY
,Manhattan,,
,All Upper West Side,,
,All,,
2011-11,884968.3462715305,-0.008754980384785171,0.016643890506268466
2011-12,902806.3155343281,0.020156618412343175,0.03135655786587899
2012-01,910435.4311121551,0.008450445512570015,0.05080035311857145
2012-02,891995.445950502,-0.020254028491759724,0.029705506982144803
2012-03,902690.6792941708,0.011990233125318328,0.015343205336070476
2012-04,892621.6839676872,-0.011154424829507237,0.013942083859103782
2012-05,892979.3568727067,0.00040069932362563065,0.006725352323120992
2012-06,901848.3048130162,0.009931862222850585,0.023472759307449742
2012-07,906990.9766363095,0.005702369008011354,0.02699441873369479
2012-08,906167.2417642474,-0.0009082062482220765,0.022271368284986215
2012-09,904085.790769994,-0.0022969832701090764,0.00927519995841708
2012-10,896730.3182777729,-0.008135812516151364,0.004419497799843741
2012-11,920917.9581948941,0.026973148363685473,0.04062248336318852
2012-12,946621.189269231,0.027910446143018186,0.04853186445530233
2013-01,948244.0642747275,0.0017143869415698898,0.04152807752262744
2013-02,936619.3342469092,-0.012259217289917301,0.05002703601121694
2013-03,928389.9469889626,-0.008786266690259503,0.028469627840719935
2013-04,923631.2735299987,-0.005125727044328343,0.0347399017067056
2013-05,935752.0942193448,0.01312300810584488,0.0478989094400033
2013-06,943583.941524456,0.00836957496915347,0.04627789007164895
2013-07,956963.2257843384,0.014179219962419998,0.05509674344650839
2013-08,963087.1816968817,0.006399363891464116,0.06281394571471699
2013-09,983044.5571444981,0.020722293710163653,0.08733547986331724
2013-10,1002405.8765731085,0.01969526130621202,0.11784541700150397
2013-11,1010612.1137383204,0.008186541357146027,0.09739646701996918
2013-12,1002753.4668279934,-0.0077761257791155725,0.05929750801595213
2014-01,1009822.9395693637,0.007050060633281285,0.06493990061697397
2014-02,1001699.7435497117,-0.00804417853996875,0.06948437526663964
2014-03,1030034.2730127133,0.028286449752490617,0.10948451817408489
2014-04,1025793.0134929338,-0.004117590677225058,0.11060879258936973
2014-05,1025844.8896644119,5.057177305345384e-05,0.09627848657953297
2014-06,1047042.4960146997,0.020663558949172378,0.10964425096414399
2014-07,1053901.3077344573,0.006550652667741685,0.101297604064845
2014-08,1070886.1243317726,0.01611613580196325,0.11193061716900643
2014-09,1077451.8121776157,0.00613107938992119,0.09603558083607866
2014-10,1057642.4542143967,-0.01838537718283917,0.055104004208478496
2014-11,1076138.95076212,0.017488421038717172,0.0648387607203833
2014-12,1077218.9326733246,0.0010035710634204165,0.07426099067090486
2015-01,1074299.6655065126,-0.002710003582621079,0.06384953580540054
2015-02,1071713.0453625466,-0.002407726844768643,0.06989449908884837
2015-03,1088914.4747532366,0.016050405904008525,0.05716334231122877
2015-04,1086996.506993279,-0.0017613575762156497,0.05966456458105607
2015-05,1096563.1266771744,0.008800966353017303,0.06893657874135029
2015-06,1102086.1762450635,0.005036690942385791,0.052570626731840875
2015-07,1117266.7057470381,0.01377435796690274,0.060124603269347654
2015-08,1139474.1205258726,0.0198765564789527,0.06404788953344465
2015-09,1113957.6203316457,-0.022393224852224725,0.03388161562441372
2015-10,1116224.9943152794,0.0020354221222156355,0.05538973957356608
2015-11,1126195.541253302,0.008932381006338863,0.0465149881023561
2015-12,1143459.0753780496,0.015329073408988592,0.06149181071329424
2016-01,1142090.44522683,-0.0011969209748649012,0.0631022999419395
2016-02,1104944.9166896758,-0.032524156639605506,0.031008180287557474
2016-03,1095135.1076146539,-0.008878097837140442,0.005712691864828923
2016-04,1101012.5484583122,0.005366863689047596,0.012894283813112306
2016-05,1126525.7274319641,0.023172468841864413,0.027324100205323276
2016-06,1134386.3252760358,0.00697773486451192,0.029308188168208904
2016-07,1142924.1893373083,0.00752641659286124,0.022964511032408153
2016-08,1140879.7285191105,-0.0017887982748735487,0.0012335585055580633
2016-09,1128242.6104932625,-0.011076643497076821,0.01282363879997872
2016-10,1123049.985083766,-0.0046024014349416165,0.006114350425089121
2016-11,1145470.522707568,0.019963971258260216,0.017115128544032077
2016-12,1139306.9308377241,-0.005380838483102002,-0.0036312139452413517
2017-01,1155224.6901599427,0.013971440786824996,0.011500179331685123
2017-02,1126570.9458230839,-0.024803611436742812,0.0195720427387438
2017-03,1135309.7822988415,0.007757022767326038,0.03668467425146593
2017-04,1137423.587323597,0.0018618751090784258,0.03307050307125858
2017-05,1116101.9745354953,-0.01874553422816938,-0.009253009179143179
2017-06,1160089.7392584446,0.03941195851862589,0.02265843073888818
2017-07,1164252.596343749,0.0035883922979660365,0.018661261355232384
2017-08,1158143.127778848,-0.005247545579101454,0.015131655711111414
2017-09,1134932.715201218,-0.020041057120586014,0.005929668535591404
2017-10,1144608.3814235558,0.008525321450992385,0.019196292797405423
2017-11,1130046.698538384,-0.012721978208006357,-0.013465055506383994
2017-12,1131157.5602971422,0.0009830228787846007,-0.007152919305590255
2018-01,1132931.7021772012,0.0015684303781631215,-0.01929753421358671
2018-02,1122824.297697489,-0.008921459661062059,-0.0033257098804884144
2018-03,1106496.258936566,-0.014541935719066479,-0.025379437235123703
2018-04,1111529.5538935498,0.00454885854003817,-0.022765514728753544
2018-05,1131019.4877805647,0.017534337093191965,0.013365726058569116
2018-06,1123411.0775209663,-0.006727037280788717,-0.031617090037296736
