,sales,MoM,YoY
,Manhattan,,
,All Midtown,,
,All,,
2014-02,1129676.2747878346,0.014978175357920342,0.12771749469714533
2014-03,1104134.9587330841,-0.02260941176227449,0.10114377098614558
2014-04,1124805.228085067,0.018720781538970943,0.09022059109435565
2014-05,1132714.4781655443,0.007031661911762743,0.1131432156708807
2014-06,1101814.7726722877,-0.027279341872012974,0.11074232859937272
2014-07,1109626.7059922037,0.00709006042909488,0.09995407550884083
2014-08,1111258.1455835223,0.0014702598473057549,0.0430935340837717
2014-09,1130888.6261594,0.017665094878174914,0.038824033741425845
2014-10,1148596.7985830894,0.01565863517774324,0.05371983139447467
2014-11,1159680.9727608126,0.009650187247079778,0.029135170238232977
2014-12,1201099.1680297316,0.03571516325762958,0.06922549971007697
2015-01,1225456.878217695,0.020279516326632274,0.10103399884786501
2015-02,1189542.5964806161,-0.02930685067377703,0.052994227664049154
2015-03,1189794.8264766356,0.00021203948203774026,0.07758097600844027
2015-04,1188553.4713628616,-0.0010433354441875542,0.056674917297746985
2015-05,1200967.1776835711,0.010444381864010976,0.060255872802617905
2015-06,1192944.774757854,-0.006679951854463462,0.08270900367812639
2015-07,1198861.1313748327,0.004959455577631111,0.08041841900591029
2015-08,1185266.9857260794,-0.01133921627199952,0.06659914299543335
2015-09,1189092.7424585563,0.0032277594656306974,0.051467593671733036
2015-10,1207041.186068403,0.0150942335857982,0.05088329303843686
2015-11,1189265.8475004185,-0.014726372863781645,0.025511218545885228
2015-12,1245691.4616847148,0.04744575344771795,0.03712623806752924
2016-01,1224414.877010829,-0.017080140089513418,-0.000850296102121062
2016-02,1259555.1450643698,0.02869964152945359,0.058856697348117715
2016-03,1267479.3852300586,0.006291300699886149,0.06529239918068219
2016-04,1243110.3561958366,-0.01922637110961678,0.045901918716721335
2016-05,1226138.1264591308,-0.013653035430131966,0.02095889816415264
2016-06,1212682.8758754786,-0.0109736825674841,0.01654569560575947
2016-07,1198132.6191362462,-0.011998402079132275,-0.0006076702459700822
2016-08,1194484.1556085476,-0.0030451249464593655,0.007776450363899956
2016-09,1195090.0033650976,0.0005072045147733739,0.005043560264392344
2016-10,1213055.5218464404,0.015032774461133602,0.004982709660162676
2016-11,1223834.8329352462,0.00888608220701892,0.029067500346944497
2016-12,1201618.297048065,-0.01815321421592231,-0.035380482239995126
2017-01,1222819.2070168934,0.017643631110570768,-0.001303210230368279
2017-02,1230177.6571106878,0.0060176108222453895,-0.02332370128358341
2017-03,1227851.021708934,-0.0018913003242297943,-0.031265489587376294
2017-04,1182627.9886399086,-0.03683104242246238,-0.048654061366696366
2017-05,1227355.394801122,0.03782035144682516,0.000992766080528229
2017-06,1247161.0060268992,0.01613681848767734,0.028431283097429372
2017-07,1238519.5307054631,-0.006928917180441196,0.03370821470358809
2017-08,1224792.7409019847,-0.011083224336122965,0.02537378595699824
2017-09,1224142.0393936292,-0.0005312747917466387,0.024309496311347045
2017-10,1230971.3565367293,0.005578860069606728,0.014769179454390047
2017-11,1252332.0304939044,0.017352697805472994,0.02328516625916799
2017-12,1256196.5956961988,0.0030858950407666175,0.04542066210394147
2018-01,1268974.5055746357,0.010171902966633395,0.037744989850412525
2018-02,1279163.304961958,0.008029160036362226,0.03981997849507568
2018-03,1237102.7834287547,-0.032881275885610406,0.007534922035528302
2018-04,1222533.5827988815,-0.01177687159468932,0.033743150460075366
2018-05,1204502.7627394318,-0.014748731906545798,-0.018619408981693564
2018-06,1206267.9263407297,0.001465470778400979,-0.03278893381732906
